location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Brazil;2020-05-28;total_deaths;16;2020-05-15;14817;2020-05-28;26754;1.81
China;2020-05-28;total_deaths;99;2020-02-22;2445;2020-05-28;4638;1.9
Germany;2020-05-28;total_deaths;41;2020-04-20;4598;2020-05-28;8450;1.84
Italy;2020-05-28;total_deaths;52;2020-04-09;18281;2020-05-28;33142;1.81
Spain;2020-05-28;total_deaths;52;2020-04-08;14555;2020-05-27;27119;1.86
United.States;2020-05-28;total_deaths;34;2020-04-27;56245;2020-05-28;101617;1.81
World;2020-05-28;total_deaths;37;2020-04-24;199077;2020-05-28;360089;1.81
