"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
170,2020-06-18,0,1,2,11
171,2020-06-19,0,1,2,12
172,2020-06-20,0,1,2,18
173,2020-06-21,0,1,2,18
174,2020-06-22,0,1,2,18
175,2020-06-23,0,1,2,24
176,2020-06-24,0,1,2,29
177,2020-06-25,0,1,2,34
178,2020-06-26,0,1,2,34
179,2020-06-27,0,1,2,40
180,2020-06-28,0,1,2,45
181,2020-06-29,0,1,2,NA
182,2020-06-30,0,1,2,NA
183,2020-07-01,1,2,3,NA
184,2020-07-02,1,2,3,NA
185,2020-07-03,1,2,3,NA
186,2020-07-04,1,2,3,NA
187,2020-07-05,1,2,3,NA
188,2020-07-06,1,2,3,NA
189,2020-07-07,1,2,3,NA
190,2020-07-08,1,2,3,NA
