"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-07,18,18,18,24,12,18
2020-04-08,22,22,22,29,15,18
2020-04-09,25,25,25,33,17,28
2020-04-10,30,30,30,40,20,32
2020-04-11,35,35,35,46,24,33
2020-04-12,41,41,41,54,28,35
2020-04-13,48,47,48,64,32,42
2020-04-14,56,56,56,74,38,64
2020-04-15,65,65,65,86,44,NA
2020-04-16,76,76,76,101,51,NA
2020-04-17,89,89,89,118,60,NA
2020-04-18,104,104,104,138,70,NA
2020-04-19,122,122,122,162,82,NA
2020-04-20,143,143,143,190,96,NA
2020-04-21,167,167,167,221,113,NA
