"dia_ano","dias","otimista","casos_estimados","pessimista","x"
191,2020-07-09,1346,1400,1454,1445
192,2020-07-10,1399,1455,1511,1504
193,2020-07-11,1454,1512,1570,1550
194,2020-07-12,1511,1571,1631,1576
195,2020-07-13,1570,1632,1694,1615
196,2020-07-14,1629,1694,1759,1688
197,2020-07-15,1692,1759,1826,1752
198,2020-07-16,1755,1825,1895,1834
199,2020-07-17,1821,1893,1965,1904
200,2020-07-18,1888,1963,2038,1964
201,2020-07-19,1957,2035,2113,1982
202,2020-07-20,2028,2109,2190,NA
203,2020-07-21,2101,2185,2269,NA
204,2020-07-22,2176,2263,2350,NA
205,2020-07-23,2253,2343,2433,NA
206,2020-07-24,2331,2424,2517,NA
207,2020-07-25,2412,2508,2604,NA
208,2020-07-26,2494,2593,2692,NA
209,2020-07-27,2578,2681,2784,NA
210,2020-07-28,2664,2770,2876,NA
211,2020-07-29,2752,2861,2970,NA
