"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-02,191,191,191,228,154,191
2020-05-03,223,223,223,266,180,246
2020-05-04,261,261,261,312,210,267
2020-05-05,306,306,306,365,247,303
2020-05-06,358,358,358,427,289,351
2020-05-07,419,419,419,500,338,423
2020-05-08,491,491,491,586,396,494
2020-05-09,575,574,574,685,463,572
2020-05-10,673,672,672,802,542,NA
2020-05-11,788,786,787,939,635,NA
2020-05-12,922,919,920,1098,742,NA
2020-05-13,1080,1075,1078,1287,869,NA
2020-05-14,1264,1256,1260,1504,1016,NA
2020-05-15,1480,1468,1474,1759,1189,NA
2020-05-16,1732,1714,1723,2057,1389,NA
