"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-15,79,79,79,92,66,75
2020-04-16,91,91,91,106,76,91
2020-04-17,104,104,104,121,87,102
2020-04-18,120,120,120,139,101,123
2020-04-19,138,138,138,160,116,145
2020-04-20,158,158,158,183,133,158
2020-04-21,181,181,181,210,152,186
2020-04-22,208,208,208,241,175,206
2020-04-23,239,239,239,277,201,NA
2020-04-24,274,274,274,318,230,NA
2020-04-25,315,314,314,364,264,NA
2020-04-26,361,361,361,419,303,NA
2020-04-27,415,414,414,481,347,NA
2020-04-28,476,475,476,552,400,NA
2020-04-29,547,544,546,634,458,NA
