"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-02,4052,4051,4052,4274,3830,3850
2020-06-03,4285,4284,4284,4519,4049,4143
2020-06-04,4531,4531,4531,4780,4282,4483
2020-06-05,4792,4791,4792,5055,4529,4831
2020-06-06,5067,5067,5067,5345,4789,5238
2020-06-07,5359,5358,5358,5652,5064,5529
2020-06-08,5667,5666,5666,5977,5355,5768
2020-06-09,5993,5992,5992,6321,5663,6056
2020-06-10,6338,6336,6337,6685,5989,NA
2020-06-11,6703,6700,6702,7070,6334,NA
2020-06-12,7088,7085,7086,7475,6697,NA
2020-06-13,7496,7493,7494,7905,7083,NA
2020-06-14,7927,7923,7925,8360,7490,NA
2020-06-15,8383,8378,8380,8840,7920,NA
2020-06-16,8865,8860,8862,9348,8376,NA
