"dia_ano","dias","otimista","casos_estimados","pessimista","x"
161,2020-06-09,243,285,327,285
162,2020-06-10,253,297,341,289
163,2020-06-11,263,309,355,303
164,2020-06-12,274,322,370,312
165,2020-06-13,286,336,386,319
166,2020-06-14,298,350,402,324
167,2020-06-15,311,365,419,329
168,2020-06-16,324,380,436,337
169,2020-06-17,337,396,455,NA
170,2020-06-18,352,413,474,NA
171,2020-06-19,367,431,495,NA
172,2020-06-20,382,449,516,NA
173,2020-06-21,399,468,537,NA
174,2020-06-22,415,487,559,NA
175,2020-06-23,433,508,583,NA
