"dia_ano","dias","otimista","casos_estimados","pessimista","x"
198,2020-07-16,15982,19451,22920,19038
199,2020-07-17,16352,19902,23452,19377
200,2020-07-18,16731,20363,23995,19647
201,2020-07-19,17118,20834,24550,19732
202,2020-07-20,17515,21317,25119,19788
203,2020-07-21,17921,21811,25701,20171
204,2020-07-22,18336,22316,26296,20532
205,2020-07-23,18761,22833,26905,20894
206,2020-07-24,19195,23362,27529,21206
207,2020-07-25,19640,23903,28166,21517
208,2020-07-26,20095,24457,28819,21606
209,2020-07-27,20560,25023,29486,NA
210,2020-07-28,21036,25603,30170,NA
211,2020-07-29,21524,26196,30868,NA
212,2020-07-30,22022,26803,31584,NA
213,2020-07-31,22533,27424,32315,NA
214,2020-08-01,23054,28059,33064,NA
215,2020-08-02,23588,28709,33830,NA
216,2020-08-03,24135,29374,34613,NA
217,2020-08-04,24694,30054,35414,NA
218,2020-08-05,25265,30750,36235,NA
