"dia_ano","dias","otimista","casos_estimados","pessimista","x"
169,2020-06-17,11116,11715,12314,11521
170,2020-06-18,11324,11934,12544,11846
171,2020-06-19,11529,12150,12771,12232
172,2020-06-20,11730,12362,12994,12494
173,2020-06-21,11927,12569,13211,12588
174,2020-06-22,12118,12771,13424,12634
175,2020-06-23,12306,12969,13632,13068
176,2020-06-24,12489,13162,13835,13352
177,2020-06-25,12668,13350,14032,13759
178,2020-06-26,12841,13532,14223,13966
179,2020-06-27,13009,13710,14411,14263
180,2020-06-28,13174,13883,14592,NA
181,2020-06-29,13332,14050,14768,NA
182,2020-06-30,13486,14212,14938,NA
183,2020-07-01,13635,14369,15103,NA
184,2020-07-02,13779,14521,15263,NA
185,2020-07-03,13919,14668,15417,NA
186,2020-07-04,14052,14809,15566,NA
187,2020-07-05,14182,14946,15710,NA
188,2020-07-06,14307,15077,15847,NA
189,2020-07-07,14427,15204,15981,NA
