location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-28;total_deaths;18;2020-05-13;130;2020-05-28;235;1.81
Albania;2020-05-28;total_deaths;58;2020-04-03;17;2020-05-28;33;1.94
Algeria;2020-05-28;total_deaths;45;2020-04-16;348;2020-05-28;630;1.81
Andorra;2020-05-28;total_deaths;50;2020-04-11;28;2020-05-28;51;1.82
Angola;2020-05-28;total_deaths;11;2020-05-19;2;2020-05-28;4;2
Argentina;2020-05-28;total_deaths;24;2020-05-07;282;2020-05-28;508;1.8
Armenia;2020-05-28;total_deaths;13;2020-05-18;61;2020-05-28;113;1.85
Australia;2020-05-28;total_deaths;50;2020-04-11;57;2020-05-28;103;1.81
Austria;2020-05-28;total_deaths;48;2020-04-13;368;2020-05-28;668;1.82
Azerbaijan;2020-05-28;total_deaths;22;2020-05-09;31;2020-05-28;56;1.81
Bahamas;2020-05-28;total_deaths;54;2020-04-07;6;2020-05-28;11;1.83
Bahrain;2020-05-28;total_deaths;20;2020-05-11;8;2020-05-28;15;1.88
Bangladesh;2020-05-28;total_deaths;16;2020-05-15;298;2020-05-28;559;1.88
Belarus;2020-05-28;total_deaths;23;2020-05-08;121;2020-05-28;219;1.81
Belgium;2020-05-28;total_deaths;44;2020-04-17;5163;2020-05-28;9388;1.82
Belize;2020-05-28;total_deaths;51;2020-04-09;1;2020-05-28;2;2
Bermuda;2020-05-28;total_deaths;35;2020-04-26;5;2020-05-28;9;1.8
Bolivia;2020-05-28;total_deaths;17;2020-05-14;152;2020-05-28;293;1.93
Bosnia.and.Herzegovina;2020-05-28;total_deaths;26;2020-05-05;79;2020-05-28;153;1.94
Brazil;2020-05-28;total_deaths;16;2020-05-15;14817;2020-05-28;26754;1.81
Brunei;2020-05-28;total_deaths;4;2020-05-26;1;2020-05-28;2;2
Bulgaria;2020-05-28;total_deaths;28;2020-05-03;73;2020-05-28;136;1.86
Burkina.Faso;2020-05-28;total_deaths;48;2020-04-13;28;2020-05-28;53;1.89
Canada;2020-05-28;total_deaths;28;2020-05-03;3682;2020-05-28;6877;1.87
Cape.Verde;2020-05-28;total_deaths;15;2020-05-15;2;2020-05-28;4;2
Chad;2020-05-28;total_deaths;19;2020-05-11;31;2020-05-28;65;2.1
Chile;2020-05-28;total_deaths;13;2020-05-18;478;2020-05-28;890;1.86
China;2020-05-28;total_deaths;99;2020-02-22;2445;2020-05-28;4638;1.9
Colombia;2020-05-28;total_deaths;22;2020-05-09;445;2020-05-28;822;1.85
Comoros;2020-05-28;total_deaths;4;2020-05-26;1;2020-05-28;2;2
