"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,8,10,12,306
176,2020-06-24,8,10,12,330
177,2020-06-25,9,11,13,350
178,2020-06-26,10,12,14,355
179,2020-06-27,10,12,14,355
180,2020-06-28,11,13,15,376
181,2020-06-29,11,13,15,388
182,2020-06-30,12,14,16,394
183,2020-07-01,12,14,16,408
184,2020-07-02,13,15,17,423
185,2020-07-03,13,15,17,435
186,2020-07-04,13,16,19,NA
187,2020-07-05,13,16,19,NA
188,2020-07-06,14,17,20,NA
189,2020-07-07,14,17,20,NA
190,2020-07-08,15,18,21,NA
191,2020-07-09,15,18,21,NA
192,2020-07-10,15,18,21,NA
193,2020-07-11,16,19,22,NA
194,2020-07-12,16,19,22,NA
195,2020-07-13,17,20,23,NA
