"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
165,2020-06-13,37,45,53,44
166,2020-06-14,40,49,58,46
167,2020-06-15,44,54,64,50
168,2020-06-16,49,60,71,66
169,2020-06-17,54,66,78,75
170,2020-06-18,60,73,86,80
171,2020-06-19,66,81,96,91
172,2020-06-20,73,89,105,93
173,2020-06-21,81,99,117,100
174,2020-06-22,89,109,129,109
175,2020-06-23,98,120,142,109
176,2020-06-24,109,133,157,NA
177,2020-06-25,121,147,173,NA
178,2020-06-26,133,162,191,NA
179,2020-06-27,147,179,211,NA
180,2020-06-28,162,198,234,NA
181,2020-06-29,179,218,257,NA
182,2020-06-30,198,241,284,NA
183,2020-07-01,218,266,314,NA
184,2020-07-02,241,294,347,NA
185,2020-07-03,267,325,383,NA
