"dia_ano","dias","otimista","casos_estimados","pessimista","x"
161,2020-06-09,1023,1247,1471,1285
162,2020-06-10,1063,1296,1529,1322
163,2020-06-11,1105,1347,1589,1360
164,2020-06-12,1149,1401,1653,1399
165,2020-06-13,1195,1456,1717,1436
166,2020-06-14,1242,1514,1786,1467
167,2020-06-15,1291,1574,1857,1499
168,2020-06-16,1342,1636,1930,1537
169,2020-06-17,1396,1701,2006,1570
170,2020-06-18,1451,1768,2085,1607
171,2020-06-19,1508,1838,2168,1645
172,2020-06-20,1568,1911,2254,NA
173,2020-06-21,1630,1987,2344,NA
174,2020-06-22,1694,2065,2436,NA
175,2020-06-23,1761,2147,2533,NA
176,2020-06-24,1831,2232,2633,NA
177,2020-06-25,1903,2320,2737,NA
178,2020-06-26,1979,2412,2845,NA
179,2020-06-27,2058,2508,2958,NA
180,2020-06-28,2139,2607,3075,NA
181,2020-06-29,2223,2710,3197,NA
