"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-26,565,593,579,654,504,573
2020-04-27,606,630,618,698,538,616
2020-04-28,650,667,658,743,573,661
2020-04-29,698,704,701,791,611,705
2020-04-30,748,742,745,841,649,781
2020-05-01,803,780,792,894,690,808
2020-05-02,861,819,840,948,732,825
2020-05-03,924,857,890,1005,775,850
2020-05-04,991,895,943,1064,822,NA
2020-05-05,1063,932,998,1126,870,NA
2020-05-06,1140,969,1054,1190,918,NA
2020-05-07,1223,1005,1114,1257,971,NA
2020-05-08,1312,1040,1176,1327,1025,NA
2020-05-09,1407,1074,1240,1400,1080,NA
2020-05-10,1509,1107,1308,1476,1140,NA
