regiao;estado;data;casosNovos;casosAcumulados;obitosNovos;obitosAcumulados
Centro-Oeste;DF;2020-03-30;0;312;0;1
Centro-Oeste;DF;2020-03-31;0;332;0;3
Centro-Oeste;DF;2020-04-01;0;355;0;3
Centro-Oeste;DF;2020-04-02;0;370;0;4
Centro-Oeste;DF;2020-04-03;0;402;0;5
Centro-Oeste;DF;2020-04-04;0;454;0;7
Centro-Oeste;DF;2020-04-05;0;468;0;7
Centro-Oeste;DF;2020-04-06;0;473;0;10
Centro-Oeste;DF;2020-04-07;0;492;0;12
Centro-Oeste;DF;2020-04-08;0;509;0;12
Centro-Oeste;DF;2020-04-09;0;527;0;13
Centro-Oeste;DF;2020-04-10;0;555;0;14
Centro-Oeste;DF;2020-04-11;0;579;0;14
Centro-Oeste;DF;2020-04-12;0;614;0;14
Centro-Oeste;DF;2020-04-13;0;638;0;15
Centro-Oeste;DF;2020-04-14;0;651;0;17
Centro-Oeste;DF;2020-04-15;0;682;0;17
Centro-Oeste;DF;2020-04-16;0;716;0;20
Centro-Oeste;DF;2020-04-17;0;746;0;20
Centro-Oeste;DF;2020-04-18;0;762;0;24
Centro-Oeste;DF;2020-04-19;0;827;0;24
Centro-Oeste;DF;2020-04-20;0;872;0;24
Centro-Oeste;DF;2020-04-21;0;881;0;24
Centro-Oeste;DF;2020-04-22;0;946;0;25
Centro-Oeste;DF;2020-04-23;0;963;0;25
Centro-Oeste;DF;2020-04-24;0;989;0;26
Centro-Oeste;DF;2020-04-25;0;1013;0;26
Centro-Oeste;DF;2020-04-26;0;1066;0;27
Centro-Oeste;DF;2020-04-27;0;1146;0;27
Centro-Oeste;DF;2020-04-28;0;1213;0;28
Centro-Oeste;DF;2020-04-29;0;1275;0;28
Centro-Oeste;DF;2020-04-30;0;1356;0;30
Centro-Oeste;DF;2020-05-01;0;1466;0;30
Centro-Oeste;DF;2020-05-02;0;1566;0;31
Centro-Oeste;DF;2020-05-03;0;1649;0;33
Centro-Oeste;DF;2020-05-04;0;1768;0;33
Centro-Oeste;DF;2020-05-05;0;1818;0;33
Centro-Oeste;DF;2020-05-06;0;1906;0;34
Centro-Oeste;DF;2020-05-07;0;2258;0;35
Centro-Oeste;DF;2020-05-08;0;2442;0;37
Centro-Oeste;DF;2020-05-09;0;2576;0;39
Centro-Oeste;DF;2020-05-10;0;2682;0;42
Centro-Oeste;DF;2020-05-11;0;2783;0;44
Centro-Oeste;DF;2020-05-12;0;2979;0;46
Centro-Oeste;DF;2020-05-13;0;3192;0;48
Centro-Oeste;DF;2020-05-14;0;3416;0;51
Centro-Oeste;DF;2020-05-15;0;3787;0;55
Centro-Oeste;DF;2020-05-16;0;4140;0;56
Centro-Oeste;DF;2020-05-17;0;4368;0;59
Centro-Oeste;DF;2020-05-18;0;4619;0;66
Centro-Oeste;DF;2020-05-19;0;4853;0;72
Centro-Oeste;DF;2020-05-20;0;5161;0;77
