"dia_ano","dias","otimista","casos_estimados","pessimista","x"
172,2020-06-20,3383,4171,4959,4148
173,2020-06-21,3484,4296,5108,4234
174,2020-06-22,3589,4425,5261,4252
175,2020-06-23,3696,4557,5418,4339
176,2020-06-24,3807,4694,5581,4425
177,2020-06-25,3921,4835,5749,4488
178,2020-06-26,4039,4980,5921,4610
179,2020-06-27,4159,5129,6099,4708
180,2020-06-28,4284,5283,6282,4751
181,2020-06-29,4413,5442,6471,4782
182,2020-06-30,4546,5605,6664,4829
183,2020-07-01,4682,5773,6864,NA
184,2020-07-02,4822,5946,7070,NA
185,2020-07-03,4966,6124,7282,NA
186,2020-07-04,5116,6308,7500,NA
187,2020-07-05,5269,6497,7725,NA
188,2020-07-06,5427,6692,7957,NA
189,2020-07-07,5590,6893,8196,NA
190,2020-07-08,5758,7100,8442,NA
191,2020-07-09,5931,7313,8695,NA
192,2020-07-10,6108,7532,8956,NA
