"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-18,4292,4291,4292,4755,3829,3735
2020-05-19,4562,4561,4562,5054,4070,3750
2020-05-20,4850,4848,4849,5372,4326,4973
2020-05-21,5155,5154,5154,5710,4598,5473
2020-05-22,5479,5478,5478,6069,4887,5918
2020-05-23,5824,5822,5823,6451,5195,6336
2020-05-24,6191,6189,6190,6858,5522,6470
2020-05-25,6580,6578,6579,7288,5870,6559
2020-05-26,6994,6992,6993,7747,6239,NA
2020-05-27,7434,7431,7432,8233,6631,NA
2020-05-28,7902,7899,7900,8752,7048,NA
2020-05-29,8400,8395,8398,9304,7492,NA
2020-05-30,8928,8923,8926,9889,7963,NA
2020-05-31,9490,9484,9487,10510,8464,NA
2020-06-01,10087,10080,10084,11171,8997,NA
