"dia_ano","dias","otimista","casos_estimados","pessimista","x"
186,2020-07-04,606,673,740,671
187,2020-07-05,632,702,772,699
188,2020-07-06,658,731,804,726
189,2020-07-07,686,762,838,767
190,2020-07-08,714,794,874,801
191,2020-07-09,744,827,910,823
192,2020-07-10,776,862,948,856
193,2020-07-11,808,898,988,871
194,2020-07-12,841,935,1029,902
195,2020-07-13,877,975,1073,930
196,2020-07-14,913,1015,1117,960
197,2020-07-15,952,1058,1164,NA
198,2020-07-16,992,1102,1212,NA
199,2020-07-17,1033,1148,1263,NA
200,2020-07-18,1077,1197,1317,NA
201,2020-07-19,1122,1247,1372,NA
202,2020-07-20,1169,1299,1429,NA
203,2020-07-21,1218,1354,1490,NA
204,2020-07-22,1269,1410,1551,NA
205,2020-07-23,1322,1469,1616,NA
206,2020-07-24,1378,1531,1684,NA
