location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-07;total_deaths;49;2020-06-22;305;2020-08-07;556;1.82
AL;2020-08-07;total_deaths;49;2020-06-22;903;2020-08-07;1654;1.83
AM;2020-08-07;total_deaths;76;2020-05-26;1852;2020-08-07;3345;1.81
AP;2020-08-07;total_deaths;56;2020-06-15;329;2020-08-07;599;1.82
BA;2020-08-07;total_deaths;36;2020-07-05;2107;2020-08-07;3843;1.82
CE;2020-08-07;total_deaths;62;2020-06-09;4309;2020-08-07;7921;1.84
DF;2020-08-07;total_deaths;28;2020-07-13;930;2020-08-07;1682;1.81
ES;2020-08-07;total_deaths;46;2020-06-25;1490;2020-08-07;2698;1.81
GO;2020-08-07;total_deaths;23;2020-07-18;1079;2020-08-07;1946;1.8
MA;2020-08-07;total_deaths;50;2020-06-21;1721;2020-08-07;3138;1.82
MG;2020-08-07;total_deaths;25;2020-07-16;1834;2020-08-07;3381;1.84
MS;2020-08-07;total_deaths;18;2020-07-23;266;2020-08-07;481;1.81
MT;2020-08-07;total_deaths;27;2020-07-14;1105;2020-08-07;2037;1.84
PA;2020-08-07;total_deaths;68;2020-06-03;3193;2020-08-07;5854;1.83
PB;2020-08-07;total_deaths;37;2020-07-04;1082;2020-08-07;1965;1.82
PE;2020-08-07;total_deaths;58;2020-06-13;3784;2020-08-07;6867;1.81
PI;2020-08-07;total_deaths;36;2020-07-05;784;2020-08-07;1452;1.85
PR;2020-08-07;total_deaths;25;2020-07-16;1246;2020-08-07;2270;1.82
RJ;2020-08-07;total_deaths;56;2020-06-15;7728;2020-08-07;14028;1.82
RN;2020-08-07;total_deaths;40;2020-07-01;1067;2020-08-07;1965;1.84
RO;2020-08-07;total_deaths;41;2020-06-30;518;2020-08-07;934;1.8
RR;2020-08-07;total_deaths;41;2020-06-30;283;2020-08-07;544;1.92
RS;2020-08-07;total_deaths;22;2020-07-19;1252;2020-08-07;2282;1.82
SC;2020-08-07;total_deaths;19;2020-07-22;765;2020-08-07;1400;1.83
SE;2020-08-07;total_deaths;34;2020-07-07;851;2020-08-07;1558;1.83
SP;2020-08-07;total_deaths;47;2020-06-24;13352;2020-08-07;24735;1.85
TO;2020-08-07;total_deaths;32;2020-07-09;240;2020-08-07;437;1.82
