"dia_ano","dias","otimista","casos_estimados","pessimista","x"
179,2020-06-27,466,482,498,476
180,2020-06-28,475,492,509,486
181,2020-06-29,486,503,520,500
182,2020-06-30,496,513,530,518
183,2020-07-01,504,522,540,520
184,2020-07-02,513,531,549,530
185,2020-07-03,522,540,558,533
186,2020-07-04,529,548,567,548
187,2020-07-05,537,556,575,555
188,2020-07-06,545,564,583,558
189,2020-07-07,553,572,591,577
190,2020-07-08,559,579,599,NA
191,2020-07-09,565,585,605,NA
192,2020-07-10,571,591,611,NA
193,2020-07-11,577,597,617,NA
194,2020-07-12,583,603,623,NA
195,2020-07-13,587,608,629,NA
196,2020-07-14,592,613,634,NA
197,2020-07-15,597,618,639,NA
198,2020-07-16,602,623,644,NA
199,2020-07-17,606,627,648,NA
