location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-24;total_cases;13;2020-05-14;5339;2020-05-24;10582;1.98
Albania;2020-05-24;total_cases;39;2020-04-18;548;2020-05-24;998;1.82
Algeria;2020-05-24;total_cases;24;2020-05-03;4474;2020-05-24;8306;1.86
Andorra;2020-05-24;total_cases;56;2020-04-01;390;2020-05-24;763;1.96
Angola;2020-05-24;total_cases;20;2020-05-07;36;2020-05-24;69;1.92
Argentina;2020-05-24;total_cases;15;2020-05-12;6550;2020-05-24;12063;1.84
Armenia;2020-05-24;total_cases;15;2020-05-12;3538;2020-05-24;6661;1.88
Aruba;2020-05-24;total_cases;56;2020-04-01;55;2020-05-24;101;1.84
Australia;2020-05-24;total_cases;60;2020-03-28;3809;2020-05-24;7109;1.87
Austria;2020-05-24;total_cases;59;2020-03-29;8813;2020-05-24;16439;1.87
Azerbaijan;2020-05-24;total_cases;19;2020-05-08;2279;2020-05-24;4122;1.81
Bahamas;2020-05-24;total_cases;40;2020-04-17;55;2020-05-24;100;1.82
Bahrain;2020-05-24;total_cases;17;2020-05-10;4941;2020-05-24;9138;1.85
Bangladesh;2020-05-24;total_cases;14;2020-05-13;17822;2020-05-24;33610;1.89
Barbados;2020-05-24;total_cases;53;2020-04-04;51;2020-05-24;92;1.8
Belarus;2020-05-24;total_cases;21;2020-05-06;19255;2020-05-24;36198;1.88
Belgium;2020-05-24;total_cases;43;2020-04-14;31119;2020-05-24;57092;1.83
Belize;2020-05-24;total_cases;47;2020-04-10;10;2020-05-24;18;1.8
Benin;2020-05-24;total_cases;21;2020-05-06;102;2020-05-24;191;1.87
Bhutan;2020-05-24;total_cases;14;2020-05-13;15;2020-05-24;27;1.8
Bolivia;2020-05-24;total_cases;13;2020-05-14;3372;2020-05-24;6263;1.86
Bosnia.and.Herzegovina;2020-05-24;total_cases;37;2020-04-20;1300;2020-05-24;2401;1.85
Brazil;2020-05-24;total_cases;14;2020-05-13;188974;2020-05-24;363211;1.92
British.Virgin.Islands;2020-05-24;total_cases;37;2020-04-19;4;2020-05-24;8;2
Brunei;2020-05-24;total_cases;68;2020-03-20;78;2020-05-24;141;1.81
Bulgaria;2020-05-24;total_cases;31;2020-04-26;1300;2020-05-24;2433;1.87
Burkina.Faso;2020-05-24;total_cases;47;2020-04-10;448;2020-05-24;832;1.86
Cameroon;2020-05-24;total_cases;15;2020-05-12;2689;2020-05-24;4890;1.82
Canada;2020-05-24;total_cases;31;2020-04-26;46884;2020-05-24;84688;1.81
Cape.Verde;2020-05-24;total_cases;21;2020-05-06;191;2020-05-24;380;1.99
Cayman.Islands;2020-05-24;total_cases;29;2020-04-28;70;2020-05-24;129;1.84
Central.African.Republic;2020-05-24;total_cases;10;2020-05-17;327;2020-05-24;604;1.85
Chad;2020-05-24;total_cases;14;2020-05-13;372;2020-05-24;675;1.81
Chile;2020-05-24;total_cases;13;2020-05-14;37040;2020-05-24;69102;1.87
China;2020-05-24;total_cases;106;2020-02-11;44724;2020-05-24;84095;1.88
Colombia;2020-05-24;total_cases;16;2020-05-11;11613;2020-05-24;21175;1.82
Congo;2020-05-24;total_cases;21;2020-05-06;264;2020-05-24;487;1.84
Costa.Rica;2020-05-24;total_cases;49;2020-04-08;502;2020-05-24;930;1.85
Cote.d'Ivoire;2020-05-24;total_cases;27;2020-04-30;1275;2020-05-24;2376;1.86
Croatia;2020-05-24;total_cases;51;2020-04-06;1222;2020-05-24;2244;1.84
Cuba;2020-05-24;total_cases;38;2020-04-19;1035;2020-05-24;1941;1.88
Curacao;2020-05-24;total_cases;58;2020-03-29;9;2020-05-24;17;1.89
Cyprus;2020-05-24;total_cases;50;2020-04-07;494;2020-05-24;935;1.89
Czech.Republic;2020-05-24;total_cases;51;2020-04-06;4822;2020-05-24;8957;1.86
Democratic.Republic.of.Congo;2020-05-24;total_cases;14;2020-05-13;1242;2020-05-24;2297;1.85
Denmark;2020-05-24;total_cases;45;2020-04-12;6174;2020-05-24;11360;1.84
Djibouti;2020-05-24;total_cases;15;2020-05-12;1256;2020-05-24;2270;1.81
Dominican.Republic;2020-05-24;total_cases;24;2020-05-03;7954;2020-05-24;14422;1.81
Egypt;2020-05-24;total_cases;17;2020-05-10;9400;2020-05-24;17265;1.84
El.Salvador;2020-05-24;total_cases;15;2020-05-12;1037;2020-05-24;1915;1.85
Equatorial.Guinea;2020-05-24;total_cases;14;2020-05-13;522;2020-05-24;1043;2
Eritrea;2020-05-24;total_cases;55;2020-04-01;18;2020-05-24;39;2.17
Estonia;2020-05-24;total_cases;54;2020-04-03;961;2020-05-24;1823;1.9
Ethiopia;2020-05-24;total_cases;10;2020-05-17;317;2020-05-24;582;1.84
Faeroe.Islands;2020-05-24;total_cases;66;2020-03-21;92;2020-05-24;187;2.03
Finland;2020-05-24;total_cases;40;2020-04-17;3489;2020-05-24;6579;1.89
France;2020-05-24;total_cases;50;2020-04-07;78167;2020-05-24;144921;1.85
French.Polynesia;2020-05-24;total_cases;50;2020-04-07;47;2020-05-24;89;1.89
Gabon;2020-05-24;total_cases;14;2020-05-13;1004;2020-05-24;1934;1.93
Gambia;2020-05-24;total_cases;25;2020-05-01;12;2020-05-24;25;2.08
Georgia;2020-05-24;total_cases;37;2020-04-20;402;2020-05-24;730;1.82
Germany;2020-05-24;total_cases;52;2020-04-05;95391;2020-05-24;178570;1.87
Ghana;2020-05-24;total_cases;19;2020-05-07;3091;2020-05-24;6683;2.16
Gibraltar;2020-05-24;total_cases;55;2020-04-01;69;2020-05-24;151;2.19
Greece;2020-05-24;total_cases;55;2020-04-02;1514;2020-05-24;2878;1.9
Greenland;2020-05-24;total_cases;62;2020-03-26;6;2020-05-24;11;1.83
Grenada;2020-05-24;total_cases;48;2020-04-09;12;2020-05-24;22;1.83
Guam;2020-05-24;total_cases;54;2020-04-03;87;2020-05-24;166;1.91
Guatemala;2020-05-24;total_cases;11;2020-05-16;1763;2020-05-24;3424;1.94
Guernsey;2020-05-24;total_cases;53;2020-04-04;136;2020-05-24;252;1.85
Guinea;2020-05-24;total_cases;22;2020-05-05;1811;2020-05-24;3275;1.81
Guinea-Bissau;2020-05-24;total_cases;18;2020-05-09;641;2020-05-24;1173;1.83
Guyana;2020-05-24;total_cases;29;2020-04-28;75;2020-05-24;135;1.8
Haiti;2020-05-24;total_cases;9;2020-05-17;456;2020-05-24;958;2.1
Honduras;2020-05-24;total_cases;15;2020-05-12;2080;2020-05-24;3950;1.9
Hungary;2020-05-24;total_cases;38;2020-04-19;1984;2020-05-24;3756;1.89
Iceland;2020-05-24;total_cases;60;2020-03-28;963;2020-05-24;1804;1.87
India;2020-05-24;total_cases;15;2020-05-12;74281;2020-05-24;138845;1.87
Indonesia;2020-05-24;total_cases;22;2020-05-05;12071;2020-05-24;22271;1.85
International;2020-05-24;total_cases;18;2020-02-16;355;2020-03-09;696;1.96
Iran;2020-05-24;total_cases;43;2020-04-14;74877;2020-05-24;135701;1.81
Iraq;2020-05-24;total_cases;21;2020-05-06;2480;2020-05-24;4469;1.8
Ireland;2020-05-24;total_cases;41;2020-04-16;13271;2020-05-24;24639;1.86
Isle.of.Man;2020-05-24;total_cases;48;2020-04-08;158;2020-05-24;336;2.13
Israel;2020-05-24;total_cases;50;2020-04-07;9248;2020-05-24;16720;1.81
Italy;2020-05-24;total_cases;53;2020-04-04;124632;2020-05-24;229858;1.84
Jamaica;2020-05-24;total_cases;32;2020-04-25;305;2020-05-24;552;1.81
Japan;2020-05-24;total_cases;41;2020-04-16;9167;2020-05-24;16581;1.81
Jersey;2020-05-24;total_cases;49;2020-04-08;170;2020-05-24;306;1.8
Jordan;2020-05-24;total_cases;44;2020-04-13;391;2020-05-24;708;1.81
Kazakhstan;2020-05-24;total_cases;20;2020-05-07;4690;2020-05-24;8531;1.82
Kenya;2020-05-24;total_cases;17;2020-05-10;672;2020-05-24;1214;1.81
Kosovo;2020-05-24;total_cases;37;2020-04-19;510;2020-05-24;1032;2.02
Kuwait;2020-05-24;total_cases;14;2020-05-13;11028;2020-05-24;21302;1.93
Kyrgyzstan;2020-05-24;total_cases;25;2020-05-02;795;2020-05-24;1433;1.8
Laos;2020-05-24;total_cases;53;2020-04-04;10;2020-05-24;19;1.9
Latvia;2020-05-24;total_cases;49;2020-04-08;577;2020-05-24;1047;1.81
Lebanon;2020-05-24;total_cases;47;2020-04-10;609;2020-05-24;1114;1.83
Liberia;2020-05-24;total_cases;27;2020-04-30;141;2020-05-24;265;1.88
