"dia_ano","dias","otimista","casos_estimados","pessimista","x"
146,2020-05-25,108,113,118,110
147,2020-05-26,115,120,125,119
148,2020-05-27,122,128,134,134
149,2020-05-28,130,136,142,138
150,2020-05-29,139,145,151,146
151,2020-05-30,147,154,161,157
152,2020-05-31,157,164,171,161
153,2020-06-01,167,175,183,168
154,2020-06-02,178,186,194,NA
155,2020-06-03,189,198,207,NA
156,2020-06-04,201,210,219,NA
157,2020-06-05,214,224,234,NA
158,2020-06-06,228,238,248,NA
159,2020-06-07,242,253,264,NA
160,2020-06-08,258,270,282,NA
