location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-07;total_cases;17;2020-05-24;4160;2020-06-07;7983;1.92
AL;2020-06-07;total_cases;12;2020-05-29;8619;2020-06-07;15706;1.82
AM;2020-06-07;total_cases;19;2020-05-22;27038;2020-06-07;49269;1.82
AP;2020-06-07;total_cases;15;2020-05-26;6967;2020-06-07;13045;1.87
BA;2020-06-07;total_cases;14;2020-05-27;15070;2020-06-07;28250;1.87
CE;2020-06-07;total_cases;16;2020-05-24;35595;2020-06-07;64271;1.81
DF;2020-06-07;total_cases;12;2020-05-29;8722;2020-06-07;16623;1.91
ES;2020-06-07;total_cases;15;2020-05-26;10889;2020-06-07;19619;1.8
GO;2020-06-07;total_cases;13;2020-05-28;3101;2020-06-07;5857;1.89
MA;2020-06-07;total_cases;15;2020-05-26;26145;2020-06-07;48537;1.86
MG;2020-06-07;total_cases;13;2020-05-28;8686;2020-06-07;15703;1.81
MS;2020-06-07;total_cases;14;2020-05-26;1186;2020-06-06;2253;1.9
MT;2020-06-07;total_cases;13;2020-05-28;2085;2020-06-07;4033;1.93
PA;2020-06-07;total_cases;13;2020-05-26;29882;2020-06-07;54271;1.82
PB;2020-06-07;total_cases;13;2020-05-28;11132;2020-06-07;20310;1.82
PE;2020-06-07;total_cases;22;2020-05-19;21242;2020-06-07;40242;1.89
PI;2020-06-07;total_cases;15;2020-05-26;3966;2020-06-07;7621;1.92
PR;2020-06-07;total_cases;14;2020-05-27;3768;2020-06-07;6897;1.83
RJ;2020-06-07;total_cases;18;2020-05-23;34533;2020-06-07;67756;1.96
RN;2020-06-07;total_cases;13;2020-05-24;4774;2020-06-05;9449;1.98
RO;2020-06-07;total_cases;11;2020-05-29;4502;2020-06-07;8110;1.8
RR;2020-06-07;total_cases;12;2020-05-27;2959;2020-06-07;5529;1.87
RS;2020-06-07;total_cases;16;2020-05-25;6559;2020-06-07;12135;1.85
SC;2020-06-07;total_cases;19;2020-05-21;5610;2020-06-07;11565;2.06
SE;2020-06-07;total_cases;18;2020-05-23;5131;2020-06-07;9290;1.81
SP;2020-06-07;total_cases;19;2020-05-22;76871;2020-06-07;143073;1.86
TO;2020-06-07;total_cases;13;2020-05-26;2858;2020-06-07;5644;1.97
