location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-18;total_cases;38;2020-06-13;9534;2020-07-18;17202;1.8
AL;2020-07-18;total_cases;32;2020-06-19;26906;2020-07-18;49583;1.84
AM;2020-07-18;total_cases;43;2020-06-08;49811;2020-07-18;90534;1.82
AP;2020-07-18;total_cases;34;2020-06-17;18618;2020-07-18;33585;1.8
BA;2020-07-18;total_cases;24;2020-06-27;65244;2020-07-18;120238;1.84
CE;2020-07-18;total_cases;35;2020-06-16;81289;2020-07-18;146544;1.8
DF;2020-07-18;total_cases;23;2020-06-28;44905;2020-07-18;81163;1.81
ES;2020-07-18;total_cases;27;2020-06-24;38481;2020-07-18;70131;1.82
GO;2020-07-18;total_cases;23;2020-06-28;21984;2020-07-18;40795;1.86
MA;2020-07-18;total_cases;38;2020-06-13;58859;2020-07-18;106092;1.8
MG;2020-07-18;total_cases;20;2020-07-01;47584;2020-07-18;90875;1.91
MS;2020-07-18;total_cases;20;2020-07-01;8676;2020-07-18;16006;1.84
MT;2020-07-18;total_cases;19;2020-07-02;17727;2020-07-18;32707;1.85
PA;2020-07-18;total_cases;34;2020-06-17;74192;2020-07-18;136947;1.85
PB;2020-07-18;total_cases;30;2020-06-21;36784;2020-07-18;66971;1.82
PE;2020-07-18;total_cases;40;2020-06-11;42994;2020-07-18;78509;1.83
PI;2020-07-18;total_cases;21;2020-06-30;20422;2020-07-18;38568;1.89
PR;2020-07-18;total_cases;18;2020-07-03;28166;2020-07-18;53553;1.9
RJ;2020-07-18;total_cases;41;2020-06-10;74373;2020-07-18;135230;1.82
RN;2020-07-18;total_cases;25;2020-06-26;23731;2020-07-18;43451;1.83
RO;2020-07-18;total_cases;29;2020-06-22;15827;2020-07-18;29117;1.84
RR;2020-07-18;total_cases;24;2020-06-27;13078;2020-07-18;25373;1.94
RS;2020-07-18;total_cases;22;2020-06-29;25659;2020-07-18;46847;1.83
SC;2020-07-18;total_cases;19;2020-07-02;28575;2020-07-18;52531;1.84
SE;2020-07-18;total_cases;24;2020-06-27;23319;2020-07-18;43072;1.85
SP;2020-07-18;total_cases;29;2020-06-22;221973;2020-07-18;412027;1.86
TO;2020-07-18;total_cases;26;2020-06-25;9425;2020-07-18;17209;1.83
