location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-11;total_cases;73;2020-07-03;14112;2020-09-11;26004;1.84
AL;2020-09-11;total_cases;65;2020-07-11;44633;2020-09-11;81440;1.82
AM;2020-09-11;total_cases;77;2020-06-29;69893;2020-09-11;126423;1.81
AP;2020-09-11;total_cases;84;2020-06-22;24682;2020-09-11;45665;1.85
BA;2020-09-11;total_cases;48;2020-07-28;153313;2020-09-11;279509;1.82
CE;2020-09-11;total_cases;69;2020-07-07;124952;2020-09-11;225878;1.81
DF;2020-09-11;total_cases;50;2020-07-26;96332;2020-09-11;174549;1.81
ES;2020-09-11;total_cases;62;2020-07-14;65213;2020-09-11;118813;1.82
GO;2020-09-11;total_cases;35;2020-08-10;86451;2020-09-11;160769;1.86
MA;2020-09-11;total_cases;71;2020-07-05;89714;2020-09-11;161994;1.81
MG;2020-09-11;total_cases;41;2020-08-04;135728;2020-09-11;246149;1.81
MS;2020-09-11;total_cases;35;2020-08-10;31739;2020-09-11;58304;1.84
MT;2020-09-11;total_cases;41;2020-08-04;56169;2020-09-11;103929;1.85
PA;2020-09-11;total_cases;69;2020-07-07;116152;2020-09-11;212428;1.83
PB;2020-09-11;total_cases;63;2020-07-13;61108;2020-09-11;112018;1.83
PE;2020-09-11;total_cases;61;2020-07-15;74960;2020-09-11;135643;1.81
PI;2020-09-11;total_cases;49;2020-07-27;46584;2020-09-11;85225;1.83
PR;2020-09-11;total_cases;41;2020-08-04;82718;2020-09-11;150668;1.82
RJ;2020-09-11;total_cases;62;2020-07-14;132822;2020-09-11;240453;1.81
RN;2020-09-11;total_cases;69;2020-07-07;35820;2020-09-11;64878;1.81
RO;2020-09-11;total_cases;54;2020-07-22;32935;2020-09-11;60038;1.82
RR;2020-09-11;total_cases;57;2020-07-19;25467;2020-09-11;46102;1.81
RS;2020-09-11;total_cases;35;2020-08-10;84034;2020-09-11;153475;1.83
SC;2020-09-11;total_cases;35;2020-08-10;106928;2020-09-11;195701;1.83
SE;2020-09-11;total_cases;60;2020-07-16;41226;2020-09-11;74645;1.81
SP;2020-09-11;total_cases;48;2020-07-28;487654;2020-09-11;882809;1.81
TO;2020-09-11;total_cases;35;2020-08-10;32289;2020-09-11;58655;1.82
