"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
121,2020-04-30,222,292,362,297
122,2020-05-01,236,310,384,320
123,2020-05-02,249,328,407,331
124,2020-05-03,265,348,431,337
125,2020-05-04,280,368,456,344
126,2020-05-05,297,390,483,365
127,2020-05-06,314,413,512,379
128,2020-05-07,333,438,543,417
129,2020-05-08,353,464,575,NA
130,2020-05-09,374,492,610,NA
131,2020-05-10,396,521,646,NA
132,2020-05-11,420,552,684,NA
133,2020-05-12,445,585,725,NA
134,2020-05-13,471,620,769,NA
135,2020-05-14,500,657,814,NA
