"dia_ano","dias","otimista","casos_estimados","pessimista","x"
171,2020-06-19,4103,5183,6263,5460
172,2020-06-20,4244,5361,6478,5518
173,2020-06-21,4391,5546,6701,5523
174,2020-06-22,4541,5736,6931,5604
175,2020-06-23,4698,5934,7170,5717
176,2020-06-24,4859,6138,7417,5815
177,2020-06-25,5026,6349,7672,5875
178,2020-06-26,5199,6567,7935,5920
179,2020-06-27,5378,6793,8208,5981
180,2020-06-28,5563,7027,8491,5990
181,2020-06-29,5755,7269,8783,6076
182,2020-06-30,5953,7519,9085,NA
183,2020-07-01,6157,7777,9397,NA
184,2020-07-02,6369,8045,9721,NA
185,2020-07-03,6588,8322,10056,NA
186,2020-07-04,6815,8608,10401,NA
187,2020-07-05,7049,8904,10759,NA
188,2020-07-06,7291,9210,11129,NA
189,2020-07-07,7542,9527,11512,NA
190,2020-07-08,7802,9855,11908,NA
191,2020-07-09,8070,10194,12318,NA
