"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-28,403,417,410,443,377,408
2020-04-29,453,469,461,498,424,454
2020-04-30,509,525,517,558,476,513
2020-05-01,571,586,578,624,532,600
2020-05-02,641,652,646,697,595,665
2020-05-03,720,723,722,779,665,742
2020-05-04,809,799,804,868,740,784
2020-05-05,908,879,894,965,823,875
2020-05-06,1020,964,992,1071,913,NA
2020-05-07,1145,1052,1098,1185,1011,NA
2020-05-08,1286,1143,1214,1311,1117,NA
2020-05-09,1444,1236,1340,1447,1233,NA
2020-05-10,1622,1330,1476,1593,1359,NA
2020-05-11,1821,1425,1623,1752,1494,NA
2020-05-12,2045,1520,1782,1924,1640,NA
