"dia_ano","dias","otimista","casos_estimados","pessimista","x"
144,2020-05-23,86,90,94,87
145,2020-05-24,91,96,101,92
146,2020-05-25,97,102,107,97
147,2020-05-26,103,108,113,105
148,2020-05-27,109,115,121,113
149,2020-05-28,116,122,128,122
150,2020-05-29,123,129,135,135
151,2020-05-30,130,137,144,142
152,2020-05-31,139,146,153,NA
153,2020-06-01,148,155,162,NA
154,2020-06-02,156,164,172,NA
155,2020-06-03,166,174,182,NA
156,2020-06-04,175,184,193,NA
157,2020-06-05,186,195,204,NA
158,2020-06-06,196,206,216,NA
