"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"San.Marino",2019-12-30,0,0,0,0,0
"San.Marino",2019-12-31,0,0,0,0,0
"San.Marino",2020-01-01,0,0,0,0,0
"San.Marino",2020-01-02,0,0,0,0,0
"San.Marino",2020-01-03,0,0,0,0,0
"San.Marino",2020-01-04,0,0,0,0,0
"San.Marino",2020-01-05,0,0,0,0,0
"San.Marino",2020-01-06,0,0,0,0,0
"San.Marino",2020-01-07,0,0,0,0,0
"San.Marino",2020-01-08,0,0,0,0,0
"San.Marino",2020-01-09,0,0,0,0,0
"San.Marino",2020-01-10,0,0,0,0,0
"San.Marino",2020-01-11,0,0,0,0,0
"San.Marino",2020-01-12,0,0,0,0,0
"San.Marino",2020-01-13,0,0,0,0,0
"San.Marino",2020-01-14,0,0,0,0,0
"San.Marino",2020-01-15,0,0,0,0,0
"San.Marino",2020-01-16,0,0,0,0,0
"San.Marino",2020-01-17,0,0,0,0,0
"San.Marino",2020-01-18,0,0,0,0,0
"San.Marino",2020-01-19,0,0,0,0,0
"San.Marino",2020-01-20,0,0,0,0,0
"San.Marino",2020-01-21,0,0,0,0,0
"San.Marino",2020-01-22,0,0,0,0,0
"San.Marino",2020-01-23,0,0,0,0,0
"San.Marino",2020-01-24,0,0,0,0,0
"San.Marino",2020-01-25,0,0,0,0,0
"San.Marino",2020-01-26,0,0,0,0,0
"San.Marino",2020-01-27,0,0,0,0,0
"San.Marino",2020-01-28,0,0,0,0,0
"San.Marino",2020-01-29,0,0,0,0,0
"San.Marino",2020-01-30,0,0,0,0,0
"San.Marino",2020-01-31,0,0,0,0,0
"San.Marino",2020-02-01,0,0,0,0,0
"San.Marino",2020-02-02,0,0,0,0,0
"San.Marino",2020-02-03,0,0,0,0,0
"San.Marino",2020-02-04,0,0,0,0,0
"San.Marino",2020-02-05,0,0,0,0,0
"San.Marino",2020-02-06,0,0,0,0,0
"San.Marino",2020-02-07,0,0,0,0,0
"San.Marino",2020-02-08,0,0,0,0,0
"San.Marino",2020-02-09,0,0,0,0,0
"San.Marino",2020-02-10,0,0,0,0,0
"San.Marino",2020-02-11,1,1,1,0,0
"San.Marino",2020-02-12,1,1,1,0,0
"San.Marino",2020-02-13,1,1,1,0,0
"San.Marino",2020-02-14,1,1,1,0,0
"San.Marino",2020-02-15,1,1,1,0,0
"San.Marino",2020-02-16,1,1,1,0,0
"San.Marino",2020-02-17,1,1,1,0,0
"San.Marino",2020-02-18,2,2,2,0,0
"San.Marino",2020-02-19,2,2,2,0,0
"San.Marino",2020-02-20,2,2,2,0,0
"San.Marino",2020-02-21,3,3,3,0,0
"San.Marino",2020-02-22,3,3,3,0,0
"San.Marino",2020-02-23,3,4,5,0,0
"San.Marino",2020-02-24,4,5,6,0,0
"San.Marino",2020-02-25,4,5,6,0,0
"San.Marino",2020-02-26,5,6,7,1,0
"San.Marino",2020-02-27,7,8,9,1,1
"San.Marino",2020-02-28,8,9,10,1,1
"San.Marino",2020-02-29,8,10,12,1,1
"San.Marino",2020-03-01,10,12,14,1,8
"San.Marino",2020-03-02,12,14,16,1,0
"San.Marino",2020-03-03,14,17,20,2,10
"San.Marino",2020-03-04,16,19,22,2,15
"San.Marino",2020-03-05,19,23,27,2,22
"San.Marino",2020-03-06,22,26,30,3,23
"San.Marino",2020-03-07,26,31,36,3,26
"San.Marino",2020-03-08,30,36,42,4,37
"San.Marino",2020-03-09,34,41,48,4,49
"San.Marino",2020-03-10,39,47,55,5,62
"San.Marino",2020-03-11,45,54,63,5,66
"San.Marino",2020-03-12,52,62,72,6,67
"San.Marino",2020-03-13,59,70,81,7,73
"San.Marino",2020-03-14,66,79,92,8,92
"San.Marino",2020-03-15,75,89,103,9,98
"San.Marino",2020-03-16,84,100,116,10,102
"San.Marino",2020-03-17,93,111,129,11,104
"San.Marino",2020-03-18,102,122,142,12,109
"San.Marino",2020-03-19,112,134,156,13,126
"San.Marino",2020-03-20,122,146,170,14,151
"San.Marino",2020-03-21,133,158,183,16,151
"San.Marino",2020-03-22,142,169,196,17,151
"San.Marino",2020-03-23,151,180,209,18,187
"San.Marino",2020-03-24,160,191,222,19,187
"San.Marino",2020-03-25,169,201,233,20,208
"San.Marino",2020-03-26,176,210,244,21,218
"San.Marino",2020-03-27,184,219,254,22,223
"San.Marino",2020-03-28,190,227,264,22,224
"San.Marino",2020-03-29,196,234,272,23,NA
"San.Marino",2020-03-30,202,241,280,24,NA
"San.Marino",2020-03-31,206,246,286,24,NA
"San.Marino",2020-04-01,211,252,293,25,NA
"San.Marino",2020-04-02,215,256,297,25,NA
"San.Marino",2020-04-03,218,260,302,26,NA
"San.Marino",2020-04-04,221,263,305,26,NA
