"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
128,2020-05-07,1083,1157,1231,1214
129,2020-05-08,1214,1297,1380,1438
130,2020-05-09,1362,1455,1548,1588
131,2020-05-10,1527,1632,1737,1771
132,2020-05-11,1714,1831,1948,1800
133,2020-05-12,1921,2053,2185,2032
134,2020-05-13,2155,2303,2451,2268
135,2020-05-14,2418,2583,2748,2494
136,2020-05-15,2712,2898,3084,NA
137,2020-05-16,3042,3250,3458,NA
138,2020-05-17,3412,3646,3880,NA
139,2020-05-18,3827,4089,4351,NA
140,2020-05-19,4292,4586,4880,NA
141,2020-05-20,4814,5144,5474,NA
142,2020-05-21,5400,5770,6140,NA
