location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-09-08;total_deaths;77;2020-06-26;343;2020-09-08;630;1.84
AL;2020-09-08;total_deaths;72;2020-07-01;1072;2020-09-08;1943;1.81
AM;2020-09-08;total_deaths;100;2020-06-03;2138;2020-09-08;3855;1.8
AP;2020-09-08;total_deaths;81;2020-06-22;372;2020-09-08;675;1.81
BA;2020-09-08;total_deaths;47;2020-07-26;3182;2020-09-08;5734;1.8
CE;2020-09-08;total_deaths;92;2020-06-11;4663;2020-09-08;8567;1.84
DF;2020-09-08;total_deaths;40;2020-08-02;1523;2020-09-08;2763;1.81
ES;2020-09-08;total_deaths;68;2020-07-05;1804;2020-09-08;3286;1.82
GO;2020-09-08;total_deaths;36;2020-08-06;1888;2020-09-08;3484;1.85
MA;2020-09-08;total_deaths;76;2020-06-27;1943;2020-09-08;3529;1.82
MG;2020-09-08;total_deaths;37;2020-08-05;3195;2020-09-08;5877;1.84
MS;2020-09-08;total_deaths;31;2020-08-11;544;2020-09-08;987;1.81
MT;2020-09-08;total_deaths;46;2020-07-27;1625;2020-09-08;2960;1.82
PA;2020-09-08;total_deaths;99;2020-06-04;3416;2020-09-08;6269;1.84
PB;2020-09-08;total_deaths;57;2020-07-16;1418;2020-09-08;2563;1.81
PE;2020-09-08;total_deaths;81;2020-06-22;4252;2020-09-08;7741;1.82
PI;2020-09-08;total_deaths;57;2020-07-16;1043;2020-09-08;1915;1.84
PR;2020-09-08;total_deaths;40;2020-08-02;2005;2020-09-08;3615;1.8
RJ;2020-09-08;total_deaths;80;2020-06-23;9153;2020-09-08;16646;1.82
RN;2020-09-08;total_deaths;67;2020-07-06;1248;2020-09-08;2295;1.84
RO;2020-09-08;total_deaths;60;2020-07-13;647;2020-09-08;1193;1.84
RR;2020-09-08;total_deaths;72;2020-07-01;314;2020-09-08;598;1.9
RS;2020-09-08;total_deaths;38;2020-08-04;2099;2020-09-08;3800;1.81
SC;2020-09-08;total_deaths;37;2020-08-05;1306;2020-09-08;2442;1.87
SE;2020-09-08;total_deaths;58;2020-07-15;1054;2020-09-08;1909;1.81
SP;2020-09-08;total_deaths;63;2020-07-10;17442;2020-09-08;31430;1.8
TO;2020-09-08;total_deaths;37;2020-08-05;415;2020-09-08;758;1.83
