"dia_ano","dias","otimista","casos_estimados","pessimista","x"
123,2020-05-02,471,596,721,628
124,2020-05-03,510,645,780,652
125,2020-05-04,551,698,845,691
126,2020-05-05,597,756,915,749
127,2020-05-06,646,818,990,803
128,2020-05-07,700,886,1072,845
129,2020-05-08,758,959,1160,927
130,2020-05-09,820,1038,1256,972
131,2020-05-10,888,1124,1360,NA
132,2020-05-11,961,1216,1471,NA
133,2020-05-12,1040,1317,1594,NA
134,2020-05-13,1126,1425,1724,NA
135,2020-05-14,1219,1543,1867,NA
136,2020-05-15,1320,1671,2022,NA
137,2020-05-16,1428,1808,2188,NA
