"dia_ano","dias","otimista","casos_estimados","pessimista","x"
141,2020-05-20,67,70,73,69
142,2020-05-21,72,76,80,76
143,2020-05-22,79,83,87,82
144,2020-05-23,86,90,94,86
145,2020-05-24,93,97,101,93
146,2020-05-25,100,105,110,103
147,2020-05-26,109,114,119,116
148,2020-05-27,117,123,129,127
149,2020-05-28,127,133,139,NA
150,2020-05-29,138,145,152,NA
151,2020-05-30,150,157,164,NA
152,2020-05-31,162,170,178,NA
153,2020-06-01,175,184,193,NA
154,2020-06-02,190,199,208,NA
155,2020-06-03,206,216,226,NA
