"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-16,80,81,80,90,70,76
2020-04-17,95,96,96,108,84,92
2020-04-18,112,113,112,126,98,110
2020-04-19,133,134,134,151,117,128
2020-04-20,157,158,158,178,138,160
2020-04-21,185,186,186,210,162,199
2020-04-22,219,219,219,247,191,223
2020-04-23,259,257,258,291,225,250
2020-04-24,306,301,304,343,265,NA
2020-04-25,362,351,356,402,310,NA
2020-04-26,428,408,418,472,364,NA
2020-04-27,506,473,490,553,427,NA
2020-04-28,598,545,572,646,498,NA
2020-04-29,707,626,666,752,580,NA
2020-04-30,836,714,775,875,675,NA
