"dia_ano","dias","otimista","casos_estimados","pessimista","x"
129,2020-05-08,78,86,94,91
130,2020-05-09,83,92,101,95
131,2020-05-10,89,98,107,97
132,2020-05-11,94,104,114,105
133,2020-05-12,101,111,121,111
134,2020-05-13,107,118,129,111
135,2020-05-14,114,126,138,120
136,2020-05-15,122,134,146,126
137,2020-05-16,130,143,156,NA
138,2020-05-17,139,153,167,NA
139,2020-05-18,148,163,178,NA
140,2020-05-19,157,173,189,NA
141,2020-05-20,168,185,202,NA
142,2020-05-21,179,197,215,NA
143,2020-05-22,190,210,230,NA
