"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","mortes_confirmadas","latitude","longitude"
"Uruguay",2020-04-03,178,352,526,6,386,5,"0","0"
"Uruguay",2020-04-04,193,382,571,6,400,6,"0","0"
"Uruguay",2020-04-05,209,414,619,7,406,6,"0","0"
"Uruguay",2020-04-06,226,449,672,7,415,7,"0","0"
"Uruguay",2020-04-07,245,486,727,8,424,7,"0","0"
"Uruguay",2020-04-08,266,527,788,9,424,7,"0","0"
"Uruguay",2020-04-09,288,571,854,9,NA,NA,"0","0"
"Uruguay",2020-04-10,312,619,926,10,NA,NA,"0","0"
"Uruguay",2020-04-11,338,671,1004,11,NA,NA,"0","0"
"Uruguay",2020-04-12,367,728,1089,12,NA,NA,"0","0"
"Uruguay",2020-04-13,398,789,1180,13,NA,NA,"0","0"
"Uruguay",2020-04-14,431,855,1279,14,NA,NA,"0","0"
"Uruguay",2020-04-15,467,927,1387,15,NA,NA,"0","0"
