"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
136,2020-05-15,20179,21780,23381,22490
137,2020-05-16,21606,23320,25034,23795
138,2020-05-17,23133,24969,26805,24255
139,2020-05-18,24769,26735,28701,26363
140,2020-05-19,26521,28626,30731,28112
141,2020-05-20,28397,30650,32903,30560
142,2020-05-21,30404,32817,35230,31413
143,2020-05-22,32555,35138,37721,34573
144,2020-05-23,34857,37623,40389,NA
145,2020-05-24,37322,40284,43246,NA
146,2020-05-25,39962,43133,46304,NA
147,2020-05-26,42788,46183,49578,NA
148,2020-05-27,45814,49449,53084,NA
149,2020-05-28,49053,52946,56839,NA
150,2020-05-29,52523,56691,60859,NA
