"dia_ano","dias","otimista","casos_estimados","pessimista","x"
162,2020-06-10,806,908,1010,936
163,2020-06-11,846,953,1060,962
164,2020-06-12,887,999,1111,986
165,2020-06-13,931,1048,1165,1022
166,2020-06-14,976,1099,1222,1054
167,2020-06-15,1023,1152,1281,1086
168,2020-06-16,1073,1209,1345,1131
169,2020-06-17,1125,1267,1409,1169
170,2020-06-18,1180,1329,1478,NA
171,2020-06-19,1238,1394,1550,NA
172,2020-06-20,1298,1462,1626,NA
173,2020-06-21,1361,1533,1705,NA
174,2020-06-22,1428,1608,1788,NA
175,2020-06-23,1497,1686,1875,NA
176,2020-06-24,1571,1769,1967,NA
