"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,44,49,54,50
173,2020-06-21,48,53,58,53
174,2020-06-22,52,58,64,57
175,2020-06-23,57,63,69,61
176,2020-06-24,61,68,75,76
177,2020-06-25,67,74,81,80
178,2020-06-26,71,79,87,82
179,2020-06-27,77,85,93,82
180,2020-06-28,82,91,100,90
181,2020-06-29,88,97,106,93
182,2020-06-30,93,103,113,103
183,2020-07-01,98,109,120,NA
184,2020-07-02,104,115,126,NA
185,2020-07-03,108,120,132,NA
186,2020-07-04,114,126,138,NA
187,2020-07-05,118,131,144,NA
188,2020-07-06,124,137,150,NA
189,2020-07-07,128,142,156,NA
190,2020-07-08,132,146,160,NA
191,2020-07-09,136,151,166,NA
192,2020-07-10,140,155,170,NA
