"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,104,130,156,142
165,2020-06-13,110,137,164,154
166,2020-06-14,115,144,173,154
167,2020-06-15,121,151,181,155
168,2020-06-16,127,159,191,161
169,2020-06-17,134,167,200,168
170,2020-06-18,141,176,211,167
171,2020-06-19,148,185,222,179
172,2020-06-20,156,195,234,180
173,2020-06-21,164,205,246,180
174,2020-06-22,172,215,258,181
175,2020-06-23,182,227,272,NA
176,2020-06-24,190,238,286,NA
177,2020-06-25,201,251,301,NA
178,2020-06-26,211,264,317,NA
179,2020-06-27,222,277,332,NA
180,2020-06-28,234,292,350,NA
181,2020-06-29,246,307,368,NA
182,2020-06-30,258,323,388,NA
183,2020-07-01,272,340,408,NA
184,2020-07-02,286,357,428,NA
