"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
177,2020-06-25,5,6,7,177
178,2020-06-26,5,6,7,178
179,2020-06-27,6,7,8,178
180,2020-06-28,6,7,8,186
181,2020-06-29,6,7,8,192
182,2020-06-30,6,7,8,196
183,2020-07-01,6,7,8,207
184,2020-07-02,6,7,8,212
185,2020-07-03,7,8,9,219
186,2020-07-04,7,8,9,223
187,2020-07-05,7,8,9,223
188,2020-07-06,7,8,9,NA
189,2020-07-07,7,8,9,NA
190,2020-07-08,7,9,11,NA
191,2020-07-09,7,9,11,NA
192,2020-07-10,7,9,11,NA
193,2020-07-11,7,9,11,NA
194,2020-07-12,7,9,11,NA
195,2020-07-13,8,10,12,NA
196,2020-07-14,8,10,12,NA
197,2020-07-15,8,10,12,NA
