location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-07-31;total_deaths;45;2020-06-19;292;2020-07-31;531;1.82
AL;2020-07-31;total_deaths;44;2020-06-20;866;2020-07-31;1567;1.81
AM;2020-07-31;total_deaths;70;2020-05-25;1781;2020-07-31;3268;1.83
AP;2020-07-31;total_deaths;52;2020-06-12;312;2020-07-31;565;1.81
BA;2020-07-31;total_deaths;33;2020-07-01;1902;2020-07-31;3463;1.82
CE;2020-07-31;total_deaths;56;2020-06-08;4120;2020-07-31;7668;1.86
DF;2020-07-31;total_deaths;26;2020-07-08;801;2020-07-31;1469;1.83
ES;2020-07-31;total_deaths;42;2020-06-22;1362;2020-07-31;2545;1.87
GO;2020-07-31;total_deaths;20;2020-07-14;880;2020-07-31;1656;1.88
MA;2020-07-31;total_deaths;45;2020-06-19;1645;2020-07-31;3013;1.83
MG;2020-07-31;total_deaths;24;2020-07-10;1504;2020-07-31;2769;1.84
MS;2020-07-31;total_deaths;17;2020-07-17;203;2020-07-31;376;1.85
MT;2020-07-31;total_deaths;24;2020-07-10;986;2020-07-31;1819;1.84
PA;2020-07-31;total_deaths;62;2020-06-02;3040;2020-07-31;5728;1.88
PB;2020-07-31;total_deaths;33;2020-07-01;1002;2020-07-31;1811;1.81
PE;2020-07-31;total_deaths;53;2020-06-11;3633;2020-07-31;6557;1.8
PI;2020-07-31;total_deaths;31;2020-07-03;726;2020-07-31;1329;1.83
PR;2020-07-31;total_deaths;22;2020-07-12;1045;2020-07-31;1920;1.84
RJ;2020-07-31;total_deaths;52;2020-06-12;7417;2020-07-31;13477;1.82
RN;2020-07-31;total_deaths;36;2020-06-28;937;2020-07-31;1777;1.9
RO;2020-07-31;total_deaths;37;2020-06-27;476;2020-07-31;872;1.83
RR;2020-07-31;total_deaths;38;2020-06-26;273;2020-07-31;505;1.85
RS;2020-07-31;total_deaths;21;2020-07-13;995;2020-07-31;1876;1.89
SC;2020-07-31;total_deaths;18;2020-07-16;588;2020-07-31;1102;1.87
SE;2020-07-31;total_deaths;30;2020-07-04;783;2020-07-31;1434;1.83
SP;2020-07-31;total_deaths;42;2020-06-22;12634;2020-07-31;22997;1.82
TO;2020-07-31;total_deaths;31;2020-07-03;211;2020-07-31;381;1.81
