"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,25,31,37,752
176,2020-06-24,26,32,38,802
177,2020-06-25,27,33,39,836
178,2020-06-26,29,35,41,856
179,2020-06-27,30,36,42,856
180,2020-06-28,31,38,45,888
181,2020-06-29,33,40,47,907
182,2020-06-30,35,42,49,958
183,2020-07-01,36,44,52,1013
184,2020-07-02,38,46,54,1034
185,2020-07-03,39,48,57,1055
186,2020-07-04,41,50,59,NA
187,2020-07-05,43,52,61,NA
188,2020-07-06,44,54,64,NA
189,2020-07-07,47,57,67,NA
190,2020-07-08,49,59,69,NA
191,2020-07-09,51,62,73,NA
192,2020-07-10,53,65,77,NA
193,2020-07-11,56,68,80,NA
194,2020-07-12,58,71,84,NA
195,2020-07-13,61,74,87,NA
