"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-23,3646,3709,3678,3906,3450,3867
2020-05-24,3956,4017,3986,4233,3739,4160
2020-05-25,4292,4346,4319,4586,4052,4501
2020-05-26,4657,4696,4676,4965,4387,4781
2020-05-27,5053,5069,5061,5374,4748,5251
2020-05-28,5483,5464,5474,5813,5135,5600
2020-05-29,5949,5882,5916,6282,5550,5841
2020-05-30,6455,6324,6390,6785,5995,6072
2020-05-31,7004,6788,6896,7323,6469,NA
2020-06-01,7600,7275,7438,7898,6978,NA
2020-06-02,8246,7785,8016,8512,7520,NA
2020-06-03,8947,8316,8632,9166,8098,NA
2020-06-04,9708,8867,9288,9863,8713,NA
2020-06-05,10534,9438,9986,10604,9368,NA
2020-06-06,11429,10027,10728,11392,10064,NA
