"dia_ano","dias","otimista","casos_estimados","pessimista","x"
130,2020-05-09,780,861,942,962
131,2020-05-10,843,931,1019,1004
132,2020-05-11,911,1006,1101,1035
133,2020-05-12,984,1087,1190,1098
134,2020-05-13,1064,1175,1286,1160
135,2020-05-14,1150,1270,1390,1235
136,2020-05-15,1243,1373,1503,1331
137,2020-05-16,1344,1484,1624,1375
138,2020-05-17,1452,1604,1756,NA
139,2020-05-18,1569,1733,1897,NA
140,2020-05-19,1696,1873,2050,NA
141,2020-05-20,1833,2024,2215,NA
142,2020-05-21,1981,2188,2395,NA
143,2020-05-22,2141,2364,2587,NA
144,2020-05-23,2314,2555,2796,NA
