"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-02,124,130,127,142,112,139
2020-04-03,141,149,145,163,127,153
2020-04-04,161,169,165,185,145,166
2020-04-05,184,191,188,211,165,194
2020-04-06,209,215,212,238,186,209
2020-04-07,238,241,240,269,211,227
2020-04-08,272,267,270,303,237,273
2020-04-09,310,295,302,339,265,300
2020-04-10,353,324,338,379,297,NA
2020-04-11,402,352,377,423,331,NA
2020-04-12,458,381,420,471,369,NA
2020-04-13,522,409,466,523,409,NA
2020-04-14,594,437,516,579,453,NA
2020-04-15,677,463,570,639,501,NA
2020-04-16,771,488,630,707,553,NA
