"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-02,5293,5292,5292,5827,4757,5235
2020-06-03,5539,5538,5538,6097,4979,5567
2020-06-04,5797,5796,5796,6381,5211,5895
2020-06-05,6067,6065,6066,6679,5453,6434
2020-06-06,6349,6348,6348,6989,5707,6693
2020-06-07,6645,6643,6644,7315,5973,6897
2020-06-08,6954,6952,6953,7655,6251,7121
2020-06-09,7278,7276,7277,8012,6542,7410
2020-06-10,7617,7614,7616,8385,6847,NA
2020-06-11,7972,7969,7970,8775,7165,NA
2020-06-12,8343,8339,8341,9184,7498,NA
2020-06-13,8731,8727,8729,9611,7847,NA
2020-06-14,9138,9133,9136,10059,8213,NA
2020-06-15,9563,9558,9560,10526,8594,NA
2020-06-16,10008,10003,10006,11017,8995,NA
