"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,14837,2726,8782,9790,7774,2
2020-03-03,15417,2897,9157,10208,8106,2
2020-03-04,16020,3077,9548,10644,8452,3
2020-03-05,16646,3270,9958,11101,8815,8
2020-03-06,17297,3474,10386,11578,9194,13
2020-03-07,17973,3690,10832,12075,9589,13
2020-03-08,18676,3921,11298,12595,10001,25
2020-03-09,19406,4165,11786,13139,10433,25
2020-03-10,20165,4425,12295,13706,10884,34
2020-03-11,20953,4702,12828,14300,11356,52
2020-03-12,21773,4995,13384,14920,11848,77
2020-03-13,22624,5306,13965,15568,12362,98
2020-03-14,23508,5637,14572,16244,12900,121
2020-03-15,24427,5989,15208,16953,13463,200
2020-03-16,25382,6362,15872,17694,14050,234
2020-03-17,26375,6759,16567,18468,14666,291
2020-03-18,27406,7180,17293,19278,15308,428
2020-03-19,28478,7627,18052,20124,15980,621
2020-03-20,29591,8102,18846,21009,16683,904
2020-03-21,30748,8607,19678,21936,17420,1128
2020-03-22,31950,9143,20546,22904,18188,1546
2020-03-23,33199,9712,21456,23918,18994,1891
2020-03-24,34497,10316,22406,24977,19835,2201
2020-03-25,35846,10958,23402,26088,20716,2433
2020-03-26,37248,11640,24444,27249,21639,2915
2020-03-27,38704,12363,25534,28464,22604,3417
2020-03-28,40217,13132,26674,29735,23613,3904
2020-03-29,41789,13948,27868,31066,24670,4256
2020-03-30,43423,14814,29118,32460,25776,4579
2020-03-31,45121,15733,30427,33919,26935,5717
2020-04-01,46885,16709,31797,35446,28148,6836
2020-04-02,48718,17746,33232,37046,29418,7910
2020-04-03,50623,18845,34734,38720,30748,9056
2020-04-04,52602,20013,36308,40475,32141,10278
2020-04-05,54659,21252,37956,42312,33600,11130
2020-04-06,56796,22567,39682,44236,35128,12056
2020-04-07,59016,23962,41489,46251,36727,13717
2020-04-08,61324,25443,43384,48363,38405,15927
2020-04-09,63721,27014,45368,50575,40161,17857
2020-04-10,66213,28681,47447,52892,42002,19638
2020-04-11,68802,30449,49626,55321,43931,20727
2020-04-12,71492,32324,51908,57865,45951,22169
2020-04-13,74287,34313,54300,60532,48068,23430
2020-04-14,77191,36423,56807,63327,50287,25262
2020-04-15,80209,38659,59434,66255,52613,28320
2020-04-16,83345,41031,62188,69325,55051,30425
2020-04-17,86604,43544,65074,72542,57606,33682
2020-04-18,89990,46209,68100,75916,60284,36599
2020-04-19,93508,49033,71270,79450,63090,38654
2020-04-20,97164,52025,74594,83155,66033,40581
2020-04-21,100963,55194,78078,87039,69117,43079
2020-04-22,104910,58552,81731,91111,72351,45757
2020-04-23,109012,62108,85560,95380,75740,49492
2020-04-24,113274,65873,89574,99854,79294,52995
2020-04-25,117703,69858,93780,104543,83017,58509
2020-04-26,122305,74077,98191,109460,86922,61888
2020-04-27,127087,78540,102814,114614,91014,66501
2020-04-28,132055,83261,107658,120014,95302,71886
2020-04-29,137219,88255,112737,125676,99798,78162
2020-04-30,142583,93534,118058,131607,104509,85380
2020-05-01,148158,99114,123636,137825,109447,91589
2020-05-02,153951,105010,129480,144340,114620,96559
2020-05-03,159970,111238,135604,151167,120041,101147
2020-05-04,166224,117814,142019,158318,125720,107780
2020-05-05,172723,124754,148738,165808,131668,114715
2020-05-06,179476,132078,155777,173655,137899,125218
2020-05-07,186493,139802,163148,181872,144424,135106
2020-05-08,193785,147944,170864,190474,151254,145328
2020-05-09,201361,156524,178942,199479,158405,155939
2020-05-10,209234,165560,187397,208904,165890,162699
2020-05-11,217415,175073,196244,218767,173721,168331
2020-05-12,225915,185081,205498,229083,181913,177589
2020-05-13,234748,195605,215176,239871,190481,188974
2020-05-14,243926,206665,225296,251153,199439,202918
2020-05-15,253463,218281,235872,262943,208801,218223
2020-05-16,263373,230472,246922,275261,218583,233142
2020-05-17,273670,243259,258464,288127,228801,241080
2020-05-18,284370,256661,270516,301563,239469,254220
2020-05-19,295488,270697,283092,315582,250602,271628
2020-05-20,307041,285386,296214,330210,262218,291579
2020-05-21,319045,300744,309894,345460,274328,310087
2020-05-22,331519,316789,324154,361357,286951,330890
2020-05-23,344481,333537,339009,377916,300102,347398
2020-05-24,357949,351001,354475,395157,313793,363211
2020-05-25,371944,369194,370569,413098,328040,374898
2020-05-26,386486,388129,387308,431759,342857,391222
2020-05-27,401597,407813,404705,451152,358258,411821
2020-05-28,417298,428253,422776,471297,374255,438238
2020-05-29,433614,449455,441534,492208,390860,465166
2020-05-30,450567,471421,460994,513901,408087,498440
2020-05-31,468183,494151,481167,536390,425944,514849
2020-06-01,486488,517639,502064,559685,444443,526447
2020-06-02,505508,541881,523694,583797,463591,555383
2020-06-03,525273,566866,546070,608741,483399,584016
2020-06-04,545809,592580,569194,634519,503869,614932
2020-06-05,567149,619008,593078,661144,525012,645762
2020-06-06,589323,646127,617725,688620,546830,672837
2020-06-07,612365,673915,643140,716952,569328,691758
2020-06-08,636307,702343,669325,746142,592508,707412
2020-06-09,661185,731379,696282,776193,616371,739503
2020-06-10,687035,760989,724012,807105,640919,772416
2020-06-11,713897,791132,752514,838879,666149,802828
2020-06-12,741808,821768,781788,871512,692064,828810
2020-06-13,770811,852850,811830,905002,718658,850514
2020-06-14,800948,884330,842639,939347,745931,867624
2020-06-15,832263,916156,874210,974541,773879,888271
2020-06-16,864803,948276,906540,1010582,802498,923189
2020-06-17,898615,980632,939624,1047463,831785,955377
2020-06-18,933748,1013169,973458,1085180,861736,978142
2020-06-19,970256,1045827,1008042,1123733,892351,1032913
2020-06-20,1008190,1078546,1043368,1163113,923623,1067579
2020-06-21,1047608,1111267,1079438,1203323,955553,1085038
2020-06-22,1088567,1143928,1116248,1244358,988138,1106470
2020-06-23,1131127,1176472,1153800,1286219,1021381,1145906
2020-06-24,1175352,1208838,1192095,1328909,1055281,1188631
