"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-08,12390,13764,13077,19033,7121,14956
2020-05-09,13176,14356,13766,20036,7496,15879
2020-05-10,14011,14918,14464,21052,7876,16692
2020-05-11,14898,15448,15173,22084,8262,17599
2020-05-12,15842,15945,15894,23133,8655,18412
2020-05-13,16846,16408,16627,24200,9054,19156
2020-05-14,17914,16837,17376,25290,9462,21077
2020-05-15,19049,17232,18140,26402,9878,22490
2020-05-16,20256,17593,18924,27543,10305,NA
2020-05-17,21540,17923,19732,28719,10745,NA
2020-05-18,22905,18223,20564,29930,11198,NA
2020-05-19,24356,18494,21425,31184,11666,NA
2020-05-20,25899,18738,22318,32483,12153,NA
2020-05-21,27540,18957,23248,33837,12659,NA
2020-05-22,29286,19154,24220,35252,13188,NA
