location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-05;total_deaths;48;2020-06-21;300;2020-08-05;547;1.82
AL;2020-08-05;total_deaths;47;2020-06-22;903;2020-08-05;1633;1.81
AM;2020-08-05;total_deaths;75;2020-05-25;1781;2020-08-05;3317;1.86
AP;2020-08-05;total_deaths;55;2020-06-14;324;2020-08-05;588;1.81
BA;2020-08-05;total_deaths;35;2020-07-04;2050;2020-08-05;3736;1.82
CE;2020-08-05;total_deaths;60;2020-06-09;4309;2020-08-05;7867;1.83
DF;2020-08-05;total_deaths;28;2020-07-11;871;2020-08-05;1572;1.8
ES;2020-08-05;total_deaths;45;2020-06-24;1463;2020-08-05;2646;1.81
GO;2020-08-05;total_deaths;23;2020-07-16;986;2020-08-05;1830;1.86
MA;2020-08-05;total_deaths;48;2020-06-21;1721;2020-08-05;3103;1.8
MG;2020-08-05;total_deaths;24;2020-07-15;1752;2020-08-05;3195;1.82
MS;2020-08-05;total_deaths;19;2020-07-20;228;2020-08-05;442;1.94
MT;2020-08-05;total_deaths;27;2020-07-12;1047;2020-08-05;1945;1.86
PA;2020-08-05;total_deaths;66;2020-06-03;3193;2020-08-05;5818;1.82
PB;2020-08-05;total_deaths;36;2020-07-03;1062;2020-08-05;1922;1.81
PE;2020-08-05;total_deaths;57;2020-06-12;3694;2020-08-05;6758;1.83
PI;2020-08-05;total_deaths;34;2020-07-05;784;2020-08-05;1417;1.81
PR;2020-08-05;total_deaths;24;2020-07-15;1200;2020-08-05;2164;1.8
RJ;2020-08-05;total_deaths;55;2020-06-14;7672;2020-08-05;13855;1.81
RN;2020-08-05;total_deaths;38;2020-07-01;1067;2020-08-05;1933;1.81
RO;2020-08-05;total_deaths;40;2020-06-29;500;2020-08-05;918;1.84
RR;2020-08-05;total_deaths;39;2020-06-30;283;2020-08-05;532;1.88
RS;2020-08-05;total_deaths;22;2020-07-17;1166;2020-08-05;2163;1.86
SC;2020-08-05;total_deaths;19;2020-07-20;694;2020-08-05;1306;1.88
SE;2020-08-05;total_deaths;33;2020-07-06;826;2020-08-05;1525;1.85
SP;2020-08-05;total_deaths;45;2020-06-24;13352;2020-08-05;24109;1.81
TO;2020-08-05;total_deaths;32;2020-07-07;228;2020-08-05;415;1.82
