"dia_ano","dias","otimista","casos_estimados","pessimista","x"
139,2020-05-18,127,141,155,144
140,2020-05-19,134,149,164,151
141,2020-05-20,142,158,174,161
142,2020-05-21,149,166,183,166
143,2020-05-22,158,176,194,172
144,2020-05-23,166,185,204,176
145,2020-05-24,176,196,216,180
146,2020-05-25,186,207,228,197
147,2020-05-26,196,218,240,NA
148,2020-05-27,207,230,253,NA
149,2020-05-28,219,243,267,NA
150,2020-05-29,231,257,283,NA
151,2020-05-30,244,271,298,NA
152,2020-05-31,257,286,315,NA
153,2020-06-01,272,302,332,NA
