"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,25,28,31,28
165,2020-06-13,26,29,32,29
166,2020-06-14,28,31,34,29
167,2020-06-15,29,32,35,29
168,2020-06-16,31,34,37,33
169,2020-06-17,32,36,40,35
170,2020-06-18,33,37,41,37
171,2020-06-19,35,39,43,41
172,2020-06-20,37,41,45,41
173,2020-06-21,39,43,47,44
174,2020-06-22,41,45,49,45
175,2020-06-23,41,46,51,NA
176,2020-06-24,43,48,53,NA
177,2020-06-25,45,50,55,NA
178,2020-06-26,47,52,57,NA
179,2020-06-27,49,54,59,NA
180,2020-06-28,50,56,62,NA
181,2020-06-29,52,58,64,NA
182,2020-06-30,54,60,66,NA
183,2020-07-01,57,63,69,NA
184,2020-07-02,59,65,71,NA
