"dia_ano","dias","otimista","casos_estimados","pessimista","x"
166,2020-06-14,1890,2485,3080,2492
167,2020-06-15,1944,2555,3166,2512
168,2020-06-16,1999,2628,3257,2549
169,2020-06-17,2056,2703,3350,2579
170,2020-06-18,2114,2779,3444,2605
171,2020-06-19,2174,2858,3542,2624
172,2020-06-20,2236,2939,3642,2650
173,2020-06-21,2300,3023,3746,2657
174,2020-06-22,2364,3108,3852,2671
175,2020-06-23,2432,3197,3962,2686
176,2020-06-24,2500,3287,4074,2710
177,2020-06-25,2572,3381,4190,NA
178,2020-06-26,2645,3477,4309,NA
179,2020-06-27,2720,3575,4430,NA
180,2020-06-28,2797,3677,4557,NA
181,2020-06-29,2876,3781,4686,NA
182,2020-06-30,2958,3888,4818,NA
183,2020-07-01,3042,3999,4956,NA
184,2020-07-02,3128,4112,5096,NA
185,2020-07-03,3217,4229,5241,NA
186,2020-07-04,3308,4349,5390,NA
