"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,2868,3025,3182,3001
164,2020-06-12,3049,3215,3381,3235
165,2020-06-13,3238,3415,3592,3433
166,2020-06-14,3440,3628,3816,3551
167,2020-06-15,3654,3853,4052,3785
168,2020-06-16,3878,4090,4302,4164
169,2020-06-17,4117,4342,4567,4274
170,2020-06-18,4370,4608,4846,4666
171,2020-06-19,4635,4888,5141,4990
172,2020-06-20,4916,5184,5452,5237
173,2020-06-21,5213,5497,5781,5391
174,2020-06-22,5524,5826,6128,NA
175,2020-06-23,5854,6173,6492,NA
176,2020-06-24,6201,6539,6877,NA
177,2020-06-25,6565,6923,7281,NA
178,2020-06-26,6949,7328,7707,NA
179,2020-06-27,7351,7752,8153,NA
180,2020-06-28,7774,8198,8622,NA
181,2020-06-29,8217,8665,9113,NA
182,2020-06-30,8681,9155,9629,NA
183,2020-07-01,9167,9667,10167,NA
