"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-08,10097,10299,10198,14738,5658,9727
2020-06-09,10643,10783,10713,15482,5944,10126
2020-06-10,11219,11279,11249,16257,6241,10615
2020-06-11,11826,11785,11806,17062,6550,11056
2020-06-12,12466,12302,12384,17897,6871,11534
2020-06-13,13141,12828,12984,18764,7204,12866
2020-06-14,13852,13362,13607,19665,7549,13968
2020-06-15,14602,13903,14252,20597,7907,15675
2020-06-16,15392,14450,14921,21564,8278,NA
2020-06-17,16225,15002,15614,22565,8663,NA
2020-06-18,17103,15558,16330,23600,9060,NA
2020-06-19,18029,16116,17072,24672,9472,NA
2020-06-20,19004,16676,17840,25782,9898,NA
2020-06-21,20033,17235,18634,26930,10338,NA
2020-06-22,21117,17794,19456,28118,10794,NA
