"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-27,1199,1224,1212,1415,1009,1146
2020-04-28,1265,1280,1272,1485,1059,1213
2020-04-29,1334,1336,1335,1559,1111,1275
2020-04-30,1408,1394,1401,1636,1166,1356
2020-05-01,1485,1452,1468,1714,1222,1466
2020-05-02,1567,1512,1540,1798,1282,1566
2020-05-03,1654,1572,1613,1883,1343,1649
2020-05-04,1745,1632,1688,1971,1405,1768
2020-05-05,1841,1693,1767,2063,1471,NA
2020-05-06,1942,1753,1848,2158,1538,NA
2020-05-07,2049,1814,1932,2256,1608,NA
2020-05-08,2162,1875,2018,2356,1680,NA
2020-05-09,2281,1936,2108,2461,1755,NA
2020-05-10,2407,1996,2202,2571,1833,NA
2020-05-11,2540,2056,2298,2683,1913,NA
