"dia_ano","dias","otimista","casos_estimados","pessimista","x"
197,2020-07-15,2195,2609,3023,2638
198,2020-07-16,2262,2689,3116,2693
199,2020-07-17,2332,2772,3212,2738
200,2020-07-18,2403,2857,3311,2793
201,2020-07-19,2477,2944,3411,2840
202,2020-07-20,2552,3034,3516,2891
203,2020-07-21,2631,3127,3623,2936
204,2020-07-22,2711,3223,3735,2988
205,2020-07-23,2795,3322,3849,3044
206,2020-07-24,2880,3424,3968,3096
207,2020-07-25,2969,3529,4089,3140
208,2020-07-26,3060,3637,4214,NA
209,2020-07-27,3154,3749,4344,NA
210,2020-07-28,3251,3864,4477,NA
211,2020-07-29,3350,3982,4614,NA
212,2020-07-30,3453,4104,4755,NA
213,2020-07-31,3559,4230,4901,NA
214,2020-08-01,3668,4360,5052,NA
215,2020-08-02,3780,4493,5206,NA
216,2020-08-03,3896,4631,5366,NA
217,2020-08-04,4015,4773,5531,NA
