"dia_ano","dias","otimista","casos_estimados","pessimista","x"
148,2020-05-27,228,241,254,240
149,2020-05-28,235,249,263,255
150,2020-05-29,243,257,271,257
151,2020-05-30,251,266,281,263
152,2020-05-31,259,274,289,271
153,2020-06-01,266,282,298,278
154,2020-06-02,274,290,306,289
155,2020-06-03,281,298,315,306
156,2020-06-04,289,306,323,NA
157,2020-06-05,296,314,332,NA
158,2020-06-06,304,322,340,NA
159,2020-06-07,312,330,348,NA
160,2020-06-08,318,337,356,NA
161,2020-06-09,326,345,364,NA
162,2020-06-10,332,352,372,NA
