"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
160,2020-06-08,58291,67470,76649,69499
161,2020-06-09,60978,70580,80182,72979
162,2020-06-10,63789,73833,83877,74373
163,2020-06-11,66729,77236,87743,75775
164,2020-06-12,69804,80795,91786,77784
165,2020-06-13,73021,84519,96017,78836
166,2020-06-14,76386,88414,100442,79572
167,2020-06-15,79907,92489,105071,80946
168,2020-06-16,83590,96752,109914,NA
169,2020-06-17,87442,101211,114980,NA
170,2020-06-18,91472,105875,120278,NA
171,2020-06-19,95688,110755,125822,NA
172,2020-06-20,100098,115860,131622,NA
173,2020-06-21,104711,121199,137687,NA
174,2020-06-22,109537,126785,144033,NA
