"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-27,4965,5392,5178,5838,4518,5358
2020-04-28,5467,5885,5676,6399,4953,5724
2020-04-29,6020,6391,6206,6997,5415,6194
2020-04-30,6628,6906,6767,7629,5905,6876
2020-05-01,7298,7425,7362,8300,6424,7334
2020-05-02,8036,7943,7990,9008,6972,8145
2020-05-03,8848,8453,8650,9752,7548,8643
2020-05-04,9743,8952,9348,10539,8157,8863
2020-05-05,10728,9435,10082,11366,8798,NA
2020-05-06,11812,9898,10855,12238,9472,NA
2020-05-07,13006,10338,11672,13159,10185,NA
2020-05-08,14321,10752,12536,14133,10939,NA
2020-05-09,15769,11139,13454,15168,11740,NA
2020-05-10,17363,11498,14430,16268,12592,NA
2020-05-11,19118,11828,15473,17444,13502,NA
