"dia_ano","dias","otimista","casos_estimados","pessimista","x"
184,2020-07-02,1673,1725,1777,1728
185,2020-07-03,1702,1755,1808,1758
186,2020-07-04,1731,1785,1839,1781
187,2020-07-05,1758,1813,1868,1804
188,2020-07-06,1785,1841,1897,1838
189,2020-07-07,1811,1868,1925,1880
190,2020-07-08,1836,1893,1950,1911
191,2020-07-09,1860,1918,1976,1930
192,2020-07-10,1883,1942,2001,1967
193,2020-07-11,1905,1965,2025,1984
194,2020-07-12,1927,1987,2047,2003
195,2020-07-13,1947,2008,2069,NA
196,2020-07-14,1966,2028,2090,NA
197,2020-07-15,1986,2048,2110,NA
198,2020-07-16,2003,2066,2129,NA
199,2020-07-17,2021,2084,2147,NA
200,2020-07-18,2036,2100,2164,NA
201,2020-07-19,2052,2116,2180,NA
202,2020-07-20,2067,2132,2197,NA
203,2020-07-21,2081,2146,2211,NA
204,2020-07-22,2094,2160,2226,NA
