"dia_ano","dias","otimista","casos_estimados","pessimista","x"
180,2020-06-28,851,892,933,899
181,2020-06-29,887,930,973,940
182,2020-06-30,925,970,1015,965
183,2020-07-01,965,1012,1059,1007
184,2020-07-02,1007,1056,1105,1059
185,2020-07-03,1051,1102,1153,1110
186,2020-07-04,1096,1149,1202,1183
187,2020-07-05,1144,1199,1254,1201
188,2020-07-06,1193,1251,1309,1230
189,2020-07-07,1245,1305,1365,1282
190,2020-07-08,1298,1361,1424,1355
191,2020-07-09,1355,1420,1485,NA
192,2020-07-10,1413,1481,1549,NA
193,2020-07-11,1474,1545,1616,NA
194,2020-07-12,1538,1612,1686,NA
195,2020-07-13,1605,1682,1759,NA
196,2020-07-14,1674,1755,1836,NA
197,2020-07-15,1746,1830,1914,NA
198,2020-07-16,1821,1909,1997,NA
199,2020-07-17,1900,1992,2084,NA
200,2020-07-18,1982,2078,2174,NA
